tweet_id,sentiment,author,content
1965390647,happy,bobbie_bush,help church piano stair graviti heavi
1965390905,sad,MayraAlejandra,okay weather cute sundress friend dont get could warm one minut cold next freez
1965390931,sad,Haarlz,kill furbi tooo
1965391145,sad,chareh,gonna get got bitten
1965391424,neutral,calygal,get readi start work week tgif monday
1965391696,happy,alenabarros,want watch naruto shippuuden miss episod
1965392155,sad,s_j1961,sad true
1965392276,angry,margabee,never commut rain peopl get much meaner
1965392652,happy,andreapichling,want talk call expens love
1965392926,neutral,williamtm,possibl yes
1965393584,sad,blakeygirl80,4 shift 2 go birthday get excit im turn 29 mean im almost 30
1965395886,sad,jennypoynter,went find uniti girl bebo cant find fail bebo stalk
1965396184,sad,valeriegraham,final nice hour leav
1965396355,sad,Kimble09,head way
1965396466,neutral,Jordansgotgame,one
1965396854,sad,TheRealJennZ,one ever gave info sad
1965397638,sad,SkylerEvers,hug oh gosh sorri
1965397867,sad,notblue,found one cowork st paul actual know talk got laid blow
1965398032,sad,wetarted_chica,gonna miss gir soo super load wish go 3 week wayi long
1965398605,angry,AnnieMaul,oh god thing scare
1965398724,sad,daniellelani,head cold
1965398942,angry,Soninananah,hey polka dot black dress glam mobil twitter bit crap mo
1965399026,sad,loyaleagle,went bestbuy today found pretti much ever hp except one want look
1965399033,happy,skyrien,get
1965399214,sad,tweetieelovee,awww im sorri hun im sure purpos though seem sweet mayb 24 hour thing
1965399611,neutral,shadowcat,tv internet make catherin someth someth
1965400016,sad,androidtomato,sorri bad day look back need give someon knuckl sandwich
1965400178,sad,theabeast,real world appar involv lot less twitter sorri
1965400979,happy,Cassii1112,agre mmm good miss eat tho
1965400981,sad,silvia4,oh also clip new moon trailer watch cuz work
1965400983,neutral,lennytoups,sun see ocean almost ran squirrel drive home store foggi r
1965401110,angry,sophmoreira,kill soon get ok sister sleepov tonight obnoxi friend drive insan
1965401261,sad,Blairxx,man wont home co host xo blair
1965401274,happy,Giane127,bananabrain2 got hit car got screw 32 oepn wound broken finger broken toe toe nail f ed
1965401596,angry,iyaitssuzanne,rught brb ipod random go cos internet break
1965402328,sad,manniq416,think rain kill phone
1965402758,sad,iheartsbux,aww poor thing hope goe well
1965403225,angry,RockLobster09,throw lotion air port termin
1965403281,neutral,kittenclawss,hop shower miss littl soap sud ashley
1965403410,sad,MKephart,seth green tell walletpop secret financi success unbrok premier link long
1965403946,neutral,elynette,need blackberri
1965404183,neutral,NiteStar,sound great wish buy
1965404327,sad,ashleychelle316,miss nate usual tonight
1965404811,angry,cpos,park garag concret pole 1 new odessey 0
1965404870,sad,Haverholme,sorri suck get spotifi free would never stop got 5 link 3 differ peopl crud
1965405430,sad,Applecored,messag could let peopl know boot
1965405570,sad,horse8978,good friend 3 miss much
1965405686,neutral,SnyJan,would one plese suggest great thriller movi
1965406510,angry,traceydukes,hhhhhhaaaaaaaaaaaaa yo u hve tear fault said u cancel thought
1965406740,happy,ImDennisTheSex,problem wih pizza ii love much addict pizza dot dot curv
1965406793,sad,WavyGyrl,lucki u im stuck rain
1965406920,sad,Joyce8826,today sad
1965407605,neutral,cynicalpet,loss
1965407807,sad,reycz,sad
1965407980,sad,erictimmer,also realiz digit voic record usb port think pick wrong model
1965408198,angry,fresherika,mind plug work patent got turn b c someon alreadi thought earplug benedryl
1965408275,sad,julierocks78,fml today suck hope danc bring soul pray im still sad hatee todayyyyyi
1965408533,sad,midniteonabeach,go abl buy 1 ticket onlin liven tomorrow cant make la
1965408828,neutral,_Einfallslos,postpon abandon
1965409161,happy,charly_murg,still infam liverpool store manag help set said awesom
1965409232,happy,reynnadelacruz,aw yeah must say good haha
1965409300,angry,ChristineLanois,bore start work weekend soon 1st need get tim coffe make damn night shift
1965409595,angry,mtiller,upcom trip itali franc belgium yeah sad germani surpris bum almost tradit
1965409662,angry,domesticgeek,window updat suck freak mani
1965409809,sad,maikister,wrong besid even draw give respons post wud better
1965409971,sad,Alska,hope u feel better sweeti
1965410036,neutral,jerseymoongirl,noth sober faster get spray wet hose
1965410351,sad,TheDEXpress,uh oh becom grey hope one pop shower way
1965410525,sad,GayeAlana,want korean bbq baddd one come
1965410639,neutral,theabeast,text twitter sometim receiv phone
1965410687,neutral,receptiongal,17 thing last thing mind clean everyon cake mess
1965411013,sad,POMuddRockOn,alway come money least rotten law averag
1965411099,happy,TashFairweather,639 babi god sad realli oh well life partaaay xxxxxxxxxx
1965411573,sad,cannemu,mani attempt figur put pic avatar tell pic big frustrat tri sorri
1965411999,sad,DaniiDiaz,want call caus live argentina realli realli love mitchel awesom rock
1965412275,angry,emokid5885,even bother get new fone fuck break anyway fone dont float especi thrown pool
1965417719,neutral,emunderpants,feel realli bad epic toothach wish could put pig microwav
1965417724,sad,RayRay515,alway traffic head back long island friday
1965417904,neutral,St3phLuva,hate funer
1965418622,sad,stacksx,love movi greas believ jeff conaway guy play kenicki sad see celebr rehab
1965418795,sad,pjmudd,look forward return realiti tomorrow
1965418822,sad,nikhilbhaskaran,drove mazda rx8 today boy car fun sad though find car much fun
1965418874,sad,Haarlz,swear mine evil green everyth lol
1965419077,neutral,hkallday,actual tear induc
1965419079,sad,shona_elizabeth,wait danni text back xoxo
1965419171,happy,NykoleMazzola,readi go home
1965419713,happy,Car_leigh,im leav earli go piccolo practic
1965419762,neutral,ewhite079,longest trackk meet everrr
1965419876,sad,brigwyn,follow one
1965420021,sad,jonathonmc,excel pic wish long drive tn
1965420518,neutral,danielleannrose,ahaha yay im stay 2 go anyon
1965420683,sad,JohannaJam,oh celebr ding dong age
1965420772,happy,Mr_GaGa,hello im good thank tottali tire work lot today tottali shatter u
1965421050,sad,bboysolo,im sadd sancha june 18 fail gonna chini
1965421116,sad,lozakasuperman,aww sorri ot hear least work though
1965421132,sad,teachrtec,mow 6 hate lawn
1965421391,neutral,teenage_winter,yes pleas
1965421417,sad,veebelladonna,oh wow hope ok u take 2 vet
1965421543,angry,AlyssaaLouise,rain oh well still friday
1965421614,sad,joe_g1986,saw trailer batman arkham asylum play joker ps3 exclus damn hurt
1965421780,sad,stuartkp,last thought sorri laura want last tweet day stuart nasti hug
1965421840,neutral,whit3gur7,paint room
1965421968,happy,BillReichart,get littl mow grass even fun
1965422048,sad,pandjcrafts,oh sorri hear abt firefox crash
1965422151,neutral,cmda,get littl mow grass even fun
1965422230,happy,zany_zigzag,realli hope car ill termin
1965422470,angry,MoreInteresting,everi time friday sad often
1965423336,happy,LoiseMathenge,wish summer
1965423360,sad,sierrapug,booo meani teas piec chees
1965423744,neutral,narmical,im happi
1965423806,happy,Ste1987,beer excel excus earlier sweat god know much look forward work tomorrow
1965423880,sad,ligiagalvao,class tomorrow tomorrow saturday hate class saturday
1965424083,sad,nataliaJB,k way
1965424355,neutral,steviesaurus,whaaay first day tomorrow go well
1965424465,sad,jess_schneider,one besti move away
1965424523,angry,K_Rob8,tweet also film place w signal hmmm
1965424562,neutral,wesaysummerrr,yeeeah lmao dentist nice espesh decid old goodi bag sticker awesom toothpast
1965424705,neutral,mike__miller,
1965424971,neutral,yikesitslinda,feel sick thank band kid
1965424981,angry,dep,suck booo
1965425153,sad,skrobertson,hmm certain one ive gave like muck head give sometim tbh
1965425370,angry,MarkieKula,even tri go sleep 28c miss cold winter night
1965425688,angry,Moeneeke,alway one joykil crowd hater
1965425725,sad,ashley42592,im dreamin loud cant mine know
1965426178,neutral,denisepraill,miss lucki edmontonian
1965426363,sad,jamegumb_bb,home depot one help load plywood van reason
1965426526,angry,ashlee154,went see realli good movi pull heart string high recommend
1965427203,sad,N0R3,ugh look like rain min
1965427241,sad,fp030394,go moe mexican grill spici
1965427260,neutral,madampenna,tri find driver microsoft lifecam vx 3000 webcam find anywher anyon link
1965427903,happy,rauper,43 quid lastminut com secret hotel heathrow surpris nice soap tho
1965427962,sad,platattack,total tri get back pcw
1965428205,sad,NCPcollege,ncp longer job placement
1965428439,happy,haleyharlequin,play old school playground still except lame ass got rid tire swing
1965428631,sad,BriBri2007,church bout od smoothi bc might melt come back
1965428854,sad,maziiinha_,sad show mcfli ness exato momento e eu aqui
1965428912,neutral,LucySiebens,go ticketmast site say lisa william event found
1965429063,sad,OMEGA_WEAPON,35 minuto split
1965429221,sad,Shoniepops,nooooooo receipt break heart
1965429375,sad,Iya26,u talk sinc dnt u trust hurt im good secret keeper
1965429707,neutral,Fastcars800,thing alway end go bad
1965430121,sad,MuddyTheFox,feel reeealli bad sorri
1965430276,sad,FantasticFish,unfortun drunk enough lol money get drunk alot though u imagin haha
1965430291,sad,Aponi_Kiana,bord wish ipod touch
1965430386,sad,CheriDionne,need go shop need save money
1965430429,sad,spookychan,troubl think help wrist
1965430649,sad,DsBabyGirl,yeah hate sorri ur goin thru
1965430726,sad,ZooCrashed,im scare thunder
1965430822,sad,AlyssaTacopino,guy could fun cardboard box miss alreadi bro
1965430992,sad,Jemarried,well left six flag get ride want bummer mayb next time
1965431050,neutral,juliuscaro,back spain
1965435381,sad,MelSchroeder,sorri hear 365
1965435415,angry,Pq8720,ew man hate tbs 3
1965435422,happy,Sinareo,ok time head urban outfitt see catch eye head home sinc rain hinder pic day
1965435710,sad,FamousEEEEEEEE,two month ago becam irrelev
1965435734,happy,finesse360,im stuck 2 la love turn in2 road rage lol
1965435823,sad,AnnieAdkins,feel better today still sick
1965436014,sad,emma_elizabeth,aw realli miss alic charlott tonight dunno though hey spoon
1965436179,angry,JadeLittish,omggg crazi cobra wantewd see london
1965436478,happy,spcurtis81,cold mind sat outsid 30 min wait lift care much balear even might
1965436528,sad,ivejustbegun,sad wont b abl go eugenia kim sampl sale ny womp womp
1965436740,neutral,VaN_EvItA,tatiiiii
1965437025,sad,katieseymour,nooooooo sue retir
1965437692,sad,indefinite,low profil tire suck size monday
1965438042,angry,kabukitty,sometim could swear realli insan
1965438769,happy,talibrownlie,killer jonathan ross complet epitomis love fangirl heart serious wow miss read dublin
1965439356,sad,onni225,cant help talk lose father make sad
1965439807,sad,Demexie182,fuck leg sun burn
1965439876,angry,mrs_dusty,talk kat crappi
1965440126,sad,Stev02008,right ear block today bit like got water idea 2 clear like put liquid
1965440195,happy,tom_bleaker,victori need reinstal damn app
1965440322,sad,Eboyd33,hard time love peopl christ today peopl pick stuff work dumb annoy
1965440570,sad,jedifreeman,sadfac
1965440662,sad,mashtrend,twitter act weird
1965440768,neutral,boomtisca,hiccup
1965440862,neutral,DrRenee,way
1965440879,sad,_Chelsea_Marie,need job pay hospit bill sick late
1965440946,sad,FruitMuffin,bah dhcp server must keep fall face
1965441047,sad,erikamatruglio,cold cloudi million load wash
1965441061,sad,VenomandSerum,facepalm hope interview choic forc thing
1965441068,sad,Lanice88,twitterberri hate
1965441073,sad,pinkcigarettes,serious kill bath shower cubicl miss bubbl bath
1965441211,happy,OchanTeabrand,watch fashion show bravotv know show exist ha ha crave steak pancak mash potato ugghh
1965441266,angry,candyappleretto,get paid today
1965441410,sad,jimnyc62,thank r sorri lotr spam
1965441830,sad,yoliemichelle,ughhh reject 09 mediat program suckssss
1965442023,sad,JoseGuzman78,corona bad crave mexican pastri go uptown get
1965442120,happy,Savannahmarieee,water plant home drink delici smoothi morgan jamba explod
1965442412,neutral,INKDMOM,chicago
1965442567,sad,VixenTaboo,nooo cant sick im go see new nephew
1965442660,neutral,TNcntrygirl,dinner even play card alreadi pack readi head home tomorrow go home
1965442711,happy,kelsmith,go forgo pub night wife tonight tough week us neither realli plus neighbor die
1965442886,neutral,selina_falcon,top 40 radio station fresno
1965443020,angry,DrNautilus,ask suit head think look much like whore
1965443313,sad,rebeccamscott,aw grillz background look like plaqu
1965443907,angry,vanmeerbeek,go
1965444971,sad,MiDesfileNegro,wish good tbh
1965445041,angry,britx3sugarlik,watch jobro live chat live though haha
1965445639,happy,tarcib,im nervous want gimm bear hug
1965445717,sad,MartinG05,sad
1965446240,sad,clusterfuckedny,hey dude turn flyer poser nice
1965446511,sad,Dragonfly117,much oil chang pass go collect 200 lose 160
1965447340,sad,LadyScholar08,yall aunti jus got n bad car accid pls pray 4 god 2 b done
1965447573,sad,AmbersTWISTED,wish way tampa fl girl miss ya
1965447613,sad,raavenpando,hungri
1965447614,sad,Youngpromise,5 min till end follow friday
1965447641,sad,jeff_scvtalk,saw famili five get motor home laundromat clean cloth bed
1965447819,neutral,BBC_Fangirl,awww suck mayb youtub somewher
1965448054,sad,jaleesie,got exam centr n said let u becuz sleeveless top u cud believ go home
1965448093,angry,kristaforby17,noth look car im luck
1965448097,sad,coureycat,hope go away mean get teari drop hat anyway truli aw late full sad
1965448152,sad,RedFieldWines,sorri spoil time
1965448284,happy,robob801,realiz friday b c parti get go race
1965448353,sad,GViolet,smell pancak mayb toast someth delici one place cook
1965448631,sad,birrrd,santa monica bound
1965448718,neutral,Turner_x,crave coffe
1965448813,sad,Jessica1567,wish could call cost lot parent wont let
1965448856,happy,aaronstewart,head home dad duti tonight might take kid cours although boy took 11 last night chip contest
1965448898,sad,Je_suis_peur,aw go toronto anymor
1965449080,happy,lalalove42,want go swim
1965449323,sad,CharlieHandleyx,justic left dj talent vote n
1965449450,sad,shellybananas,brand new play epicent juli ny jess lacey hate
1965449463,neutral,ROMIElicious,18 hour work cri surviv weeelcom wonderland sing along
1965449696,sad,thegiftparrot,figur work get hope well
1965450102,sad,dianewallace,know got phone leav giant hole mill region also close
1965455268,sad,MegaMetaTurtle,know clean cloth either washer kitchen damn kitchenfir
1965455335,sad,silversteinftww,sweati tire 6 lap run gonna sun run next year matter
1965455358,neutral,mcrfash1,
1965455469,sad,iamScooby_,twit way grad traffic
1965455680,happy,stellicidio23,sorri hon know feel though usual crazi famili gather probabl hold back like also
1965455765,happy,amberripley,gotta check bro mine girl
1965456223,neutral,AndrewBarber,yeah work 7 hrs
1965456247,sad,chuckbly,sleep havent finish homework damn
1965456250,angry,LiviAtherton,peopl peopl nooooo id never guess tht idiot im grouchi
1965456452,sad,disawold,pretti good kind depress though
1965456746,happy,Kevin_Estok,want cool
1965457190,sad,shellyXxxx,alreadi cri movi start like 15min ago
1965457202,angry,Chrissy_L,wtf pic show
1965457263,happy,melichaschmalz,toy stori 3 june 2010 wait long
1965457527,angry,blogjunkie,ugh hangov sign get old
1965458041,sad,Archielover14,know make sad lol
1965458042,neutral,jade_1234,watch big broth big quiz rather tiredd download dvd wait till finish till go bed
1965458079,neutral,spinningrobo,keep
1965458098,sad,beckrod,pass wreck car hope everyon got ok final pick speed b mpre
1965458174,sad,SunshineBoat,yes gone enjoy
1965458194,sad,edwardbeIIa,lucki winter come us
1965458363,sad,jgoode,thank last minut doc appoint babi girl temp 105 sit doc waitin
1965458536,sad,lvnjonas,still work frustrat
1965458648,neutral,donchawanna,want sleep
1965458747,neutral,augustjoki,seem run bit keychain issu user differ librari keychain system keychain 501 owner 0
1965459482,sad,Leahhh_x,usual im gone celeb come unfair
1965459782,sad,Tatobites,well ef iphon nice know
1965460576,sad,GangstaBabydoll,iphon
1965461021,sad,ashybearrr,wow almost got involv big fight school ah anyway text go causin hous plus game crazi
1965461076,neutral,darcylynn,wish rain would stop stupid headach would go away
1965461093,angry,DebiShirlene,justwatch premier jon kate plus 8 andi cant pull togeth cant imagin alon 2 let alon 8
1965461255,sad,Kirstoney,tire tire tire think im get sick
1965461453,angry,lost_dog,lost pleas help find good home
1965461532,sad,ShelbMac,weather ugli n l realli cold
1965461551,angry,BhindMyHzlEyez,pull walmart aunt got went fell asleep 2 hour later r lol
1965461818,sad,matthewbudd,catch last bit later jool last seri sob cri
1965462137,happy,PuppetBuilder,defiant watch work stream leav
1965462423,sad,xianvox,fyi ruin hollywood close last friday close night
1965462586,angry,girvo,parent busi make feel like crap realis got wors need see doctor sleep suck
1965462616,neutral,Michaela1990,wish could speak im uk im work
1965462733,sad,JBhasmyheart,sick week still feel well go lena cook gunna spend time fam
1965462998,sad,diva_2012,sorri away long exam comin plz pray ya
1965463081,sad,zaq_in_chill,sad wont abl post new fic morn
1965463130,sad,jasonrockz352,sooo u gon cheat tell everybodi twitter know trust anymor j k
1965463188,angry,amomca,whini right annoy need get rest tonight movi night kid sit
1965463456,neutral,Tonitweets,anyon want buy place oregon coast one gorgeous area unfortun must sold
1965463530,sad,16_MileyCyrus,mitchel idea much want call cost load call england
1965463562,sad,amandallynn,pleas read blog best day
1965463576,sad,nelliewu,poor lil piggi chuck saw look like cartoon charact toe
1965463698,angry,nursecassie,want see show
1965463983,sad,MiDesfileNegro,si pero parec que las persona de facebook estan de acuerdo probabl wrong tri
1965464123,sad,shatterrrrr,eat chicken noodl soup one day
1965464202,neutral,STEPH818,im ladi ladi move couch direct couch go
1965464421,sad,Jmanley209,yeah goe wrong worst feel ever
1965464516,neutral,sarlizwx,thank okiebud get messag sorri content select current avail
1965464570,sad,lbner,headach boo
1965464622,sad,christie2137,sad clint hurdl got releas like
1965464736,sad,kim_elizabethh,wish michou show right god life isnt fair
1965464799,happy,jasminepotts,nice cake like haha sooo gayi though
1965464990,happy,lizwoolly,good job track head cos sad access boo
1965465512,sad,Chocolatedonout,head hurt beyond much
1965465903,sad,JaneBurgess,kbal24 sorri feel way
1965466027,angry,mmbopidy,go sleepi feel poor piss night night tweepl xxx
1965466933,neutral,LaPistola138,drug bad
1965467007,sad,_Chelsea_Marie,hospit week half pretti much virg die
1965467078,sad,50cl,miss fun
1965467575,sad,beksters,look awesom heel yet afraid
1965467748,neutral,Ryan_Cramer,chang plan work insid bar tonight
1965467800,happy,je11laxxx,would call knew say long distanc love
1965467936,sad,tee_baby,anoth song recent get much play
1965468138,neutral,DsBabyGirl,ignor get sum rest get rid headach
1965468185,sad,JaneBurgess,sorri feel way
1965468351,angry,SARAHxKAYT,omg much pain ouchi
1965468568,sad,jrstanley,debit card go way credit card snap
1965468735,sad,slim102,broke bottl probabl focus work instead think songgoeswrong
1965471699,neutral,TheJackel92,quiet bit tbh xd
1965471932,neutral,sallyrally,fulli understand cat cabin fever holi crap realli wanna outsid
1965472491,neutral,bigramo,chili chees fri bad idea lunch
1965472544,happy,LightFoundDark,yaeh thank god im home suekd kick church
1965472696,sad,xjayzx,im home alon hous imma scare x
1965472974,sad,thrivis,impress fever best wish hope noth serious
1965473076,sad,kaeili,okay need hit sack gotta wake like 5 hour goodnight everyon
1965473463,neutral,Lesley_M,good come drive home
1965473507,sad,flymeplaces,broke favorit necklac superglu
1965473564,sad,jessicaleap,quit afraid string sinc 024 wire use
1965473929,neutral,moggers87,mean
1965473996,neutral,Deeuu93,mallori weiss tear stomach gastriti needless say stomach kill scope today
1965474037,happy,janorange352,k finish last 2 client night go home alon that ok need alon must find inner peac
1965474095,neutral,griffybabyyyy,malibu make sleepi want text drink silli mayb ring later
1965474131,sad,TeamMileycyrusx,aint got money buy cred call u london
1965474467,sad,onethirtybpm,sorri guy wavv show cancel miss flight
1965474473,sad,NPBN,sorri hear hospit hope better soon
1965474562,neutral,Kressss,till 930
1965474637,sad,ummgeri,oh week bad one everyon love pretti face your go fantast concert tonight
1965474788,sad,ashh_face,aw wrong
1965474938,neutral,lubeenz,wanna go borgata tonight rich play
1965475001,sad,SarahhKinss,dont feel good
1965475031,neutral,XxSceneOXx,yepp
1965475106,sad,trumpets,realli sad go java one
1965475181,sad,tweetieelovee,hmm okayi im realli sorri hear thikn would done
1965475214,angry,JaZZiii,whyareyoustillher one tree hill cancel show game everybodi hate chris n dont nobodi watch u n e
1965475236,sad,currykidd,nice water haha lucki still exam go yeah okay worri exam
1965475606,neutral,jinnyjuice,queen lose thing import thing like keycard bus pass
1965475655,sad,ChilitoTwitts,waaaaaaaa kick us bank get monday omg chilito
1965475863,neutral,manthigh81,oh total forgot play today
1965475893,sad,Spider_girl,left mine music think camera anymor
1965475898,neutral,TMattox9,wtf crap 5 min mark close faz cost 4 grand
1965476450,sad,emjakahana,kool job blame
1965476607,happy,mavinme,rip attack attack mtv headbangersbal realli insid goth genr wow still seein
1965476659,neutral,JareWolf,heyi
1965476769,neutral,ritaolds,upload pictur everyth big
1965477004,sad,MeganSusan,uh final home complet wipe
1965477077,neutral,Heavyeyeliner,mix match dumb drive
1965477238,sad,luduhkris,bad work
1965477262,happy,Ell_Bel,white pointi shoe haha ah got excit enw drummer your mean
1965477584,sad,BeantownCutie,want coupl peopl said wasnt good
1965477705,sad,hmarie12,want cri thought nba season almost next year miami
1965477924,neutral,writeinink,oh book practic experi
1965477957,neutral,thepete,12second friday night updat left citi
1965478036,neutral,bevurlee,want tuna salmon sashimi b c roll dragon eye
1965478048,neutral,DruidSmith,yea road warrior workahol lifestyl
1965478288,sad,Megs890,didnt answer
1965478394,happy,SkylineVA,aw sorri ur day suck u see post abt car issu lol think safe say get better tho beer thirti
1965478416,happy,benjamingell,serious want pug buy one
1965478565,neutral,tatu262,boo come watch telenovela braid other hair
1965478901,neutral,kevinityfair,17 actual quit good consid bed long day tomorrow june 12th pleas come soon soon
1965479294,sad,LadyScholar08,hey tweeti aunti jus got n bad car accid pls keep yall prayer thanx
1965479394,happy,Malteasers_rock,realli well u want go 2gether next yr
1965479751,neutral,MiSSDENiS,think found purs soulmat budget
1965479901,sad,naomianne2,poor bella er first second ear infect sinc ear infect scream blood curdl
1965479969,sad,LyssIzzi,readi year end
1965480756,neutral,bill_oh_bill,possibl frown eat frosti
1965480767,sad,Ross_Malloy,oh stop
1965481019,happy,Ell_Bel,white pointi shoe haha ah got excit new drummer your mean
1965481171,sad,SparrowApril,hubbi went pick fring comic today store work store busi comix houston 2 web
1965481334,neutral,DeevasInc,noth yet
1965481413,sad,maria1109,headach come
1965481829,happy,raachfaacee,awww
1965481943,happy,Kamthenikhil,dota addict wast 6 7 hour play dota
1965482094,sad,shallimary,aaawww im soooooooo tire today dont feel good dont wanna go work wah yeah im goin work min til close
1965482557,sad,seanfdevlin,miss alot one day
1965482972,angry,Neeko247,thought saw trak van turn alcohol team van
1965483232,sad,bbkitchin,glad insid take good care event rise sun bad fill ill might see
1965483553,happy,ferparadise,bad catch brazil good luck show amaz
1965483628,happy,ashleytrue,meet karen boy drink dock wanna drink though fuck like andrea said haha
1965483802,sad,COUTUREHAIR,flip hairloss gotta go doc
1965483946,neutral,cassie2good,ahh dang cours better e mail back fast
1965484076,angry,EmA7X,omg toni hawk motion nintendo ds suck ass
1965484324,sad,AmaraArielle,messag teas isnt fair
1965484387,sad,kmbyoung17,scare wait call
1965484485,sad,Kdubbb,kinda piss boy like girl gonna kentucki kingdom date alreadi show
1965484948,angry,theta1138,awwwww
1965485164,angry,travelrants,new site stuck googl sandpit test skill come back
1965486039,happy,sssuuu,liz left aww good see
1965491778,neutral,ashleypaterno,look like got cloudi outsid noth tonight boo friday
1965491817,angry,thatdudemarcus,ahhhhh fuck none friend want see wanna chill tonight
1965491848,sad,shelma32,start look like websit may happen form
1965491980,happy,clblake,true sad say glad support group
1965492081,sad,MissLatriece,workin still lol want go spring game
1965492184,neutral,tiffytaffy154,physic therapi
1965492434,sad,carlystienstra,tres rude victor \
1965492698,sad,charleebrixton,what wrong babe x
1965492808,happy,writetoremember,love
1965492864,sad,whatEVzz,think food ate made sick feel good
1965493133,sad,Laylaa13,ahhhhhh got stitch serious cant wait go beach summer hurri
1965493417,sad,MrTopherface,dont like see best friend cri break heart dont know say
1965493934,sad,StephyyyO,hadnt cri long time
1965493942,sad,clairebearcares,im realli sleepi want go bed upstair mess know im gonna clean nooooo
1965494421,sad,HelloLivvy,realli scari nois come outsid
1965494675,sad,evreyes,take anymor
1965495069,sad,GolfJotcom,ok final start hit draw short game gone crap
1965495209,sad,wakingbadger,wish feel better hold potenti cold bay day think win ach cough
1965495299,angry,CosmosGirl,realli wast money
1965495333,neutral,JonathanRobb,slowest train ever stop everywher miss quick train minut
1965495746,sad,love4yah,stop mean ur hurt feel
1965495934,sad,rlhood,rain delay
1965496028,happy,JonD7,price drop would nice want anoth one backup blu ray player
1965496030,sad,devlyn_angel,send pic suppos go shit got fuck
1965496050,neutral,donomo,u use twitpic none ur pic show phone
1965496863,neutral,itsbr00ke,find camera
1965496999,sad,MiDesfileNegro,spanish crap
1965497203,angry,HannahsSoFlyyyy,oww girl need med feel though adam got cheat
1965497289,sad,Yaniix,total austin power withdrawl sympton darrius withdrawl symptom mommi minn withdrawl syamptom
1965497371,sad,big_bad_toxman,would want clone unbox new 24 imac last night beauti bad mine
1965497409,sad,SpicyBubbles,im head home gotta work sunday
1965497426,happy,RealJessicaAlba,omg wow hope everyth ok
1965497599,sad,Khristinne,anyon want buy anthropomorph planter avail till 31st
1965499230,happy,ceceliafindorff,wish hear
1965499805,angry,mneavegt,horribl twitter er move houston apart await work start monday real world
1965499908,sad,MellieMel7,exhaust
1965500020,sad,AAAAIRY,rare dye red first aaaagggessss hair hate
1965500068,happy,alissamaemusic,rehears done much fuun hide seek tag learn bomb danc go home hw mayb
1965500202,sad,deirdreryan,woohoo noth say hot date night squeege lol watch dora noggin 2yr girl hub work
1965500516,sad,Lucy_nessa,bad feel time next yr fav music may longer west end
1965500601,sad,esgee,im home phone die thou
1965500717,sad,babboo771231,weekend 9 year old ground make ground
1965500883,sad,_AislinnTighee,wont work
1965501426,angry,CASE231,got drop froma coupla ppl follow damn detroit fan
1965501509,sad,MissAnna89,cant call europ
1965502014,sad,ahitsCHRIS,tri fix background
1965502017,sad,vene2ia,heard away miss look forward tweet return
1965502022,neutral,fafsruiz,day boredom stuck head
1965502041,sad,wowshaggy,2 leav mrs cuz go 2 work realli want
1965502098,neutral,Cara62442,america go anymor phone earlier
1965502172,sad,PantsPartay,aw man go got listen block parti like 10 min
1965502316,sad,joshtastic1,ur come im bed how ur day x
1965502426,neutral,xOtakuDanx,midnight ice cream weather damn bore
1965502447,angry,whatvinyldummy,sick ridicul
1965502596,sad,isilwath,ss r devon hors show gettin most rain lot event ben cancel incl coach
1965502734,angry,Loisunpublished,listen shit music
1965502876,happy,Erbear9101,spent way much money organ shampoo
1965503045,neutral,fruitie4,friday even idea
1965503083,sad,megspptc,buff guy unfortunat alot peopl dont know danni name either sad sophi sweet
1965503196,sad,ryyye,im mad cuz cant get pictur work
1965503761,sad,Jessieeeexox,miss need talk keep screw love u
1965503934,sad,cutie213,hell yea hot miss cali
1965504514,angry,messofadreamer,famous dave mom hungri
1965504677,sad,reyeskristen,miss senior alreadi
1965504751,angry,ranajune,want new lappi
1965504828,sad,pato_30stm,yeah late hun lol
1965504849,sad,MCipp26,desper need tweet cheer
1965505457,sad,xScarlett_x,lol went okay far tell test today geo zone got like 65
1965505585,happy,dolcelaalaa,oh hell yeah lol im vegetarian tho still cook mean x im traitor
1965505844,sad,LisaGemini,know enough sotomayor made big boo boo talk make law know 3 branch
1965505886,sad,EquineRescuer,lost peacock chick morn
1965505943,sad,godawgs428,free ice cream though
1965506144,happy,Ahaley,watch nhl playoff game1 tomorrow night anyon interest know none
1965511256,sad,adam_payne,guess question everyon struggl finish last univers assign start summer
1965511527,sad,atgmonline,need job asap got laid suck
1965511805,sad,katiexffghjk,twitter upload icon pictur hate eff upload later
1965511971,neutral,tehmagictoast,hah knew didnt chanc
1965512057,happy,skyeeeee,peopl mustach get super power mustach fair
1965512162,sad,WierdCrazyMofo,sunburn realli bad regret sit sun without suncream
1965512172,sad,fatsam33,need coffe get serious withdraw symptom
1965512448,neutral,Khristinne,anyon want buy anthropomorph planter call domsai matteo cibic avail till 31st
1965512621,sad,RickJessup,
1965513058,sad,zoetunstall,aw lose guy ten day 3
1965513498,sad,Wonder_Wheel,poor dead josh pleas leav messag condol boy rip sad
1965513527,sad,iamplatopus,like matter much fun need hug bowl ramen comfi blanket soon get home
1965513635,neutral,EliseOlavsen,yet 3 week left summer holiday
1965514120,neutral,RosaAcosta,easier way phone twittpic pc later morn p diddi pic
1965514281,sad,sascha_search,drove mazda rx8 today boy car fun sad though find car much fun
