sentiment,content
happy,stop smile
happy,yeaup gonna tell ya
sad,profit day look forward sunday gonna great day sad 5th grader last day
neutral,read detail may sara jayn kid show excit
neutral,lame right u know date cali
sad,repli gorgeous hot pink shoe
neutral,cook brown rice
neutral,say big hello
neutral,amaz gonna get scratch sooo much though lol 4 movi 30 tv show alreadi
happy,dont allow vote perant complain cost dont let vote love act differ
angry,instagram serious sort sh spent age write caption delet post instagram
angry,arrog bastard tap oregon
happy,chirp
sad,damn call
happy,got where sun
neutral,sweet usb charl mari site bought
happy,thank fotoreportag come soon
happy,hey ive never caught enyon live
happy,mother happi mother day non mother happi sunday 10th may
neutral,safe ride coast go 90 even though windi smile cuz u know u better
angry,turn surpris late work
happy,cowork look phone say cheer oh look kap get death threat goe say 49er
happy,ahhh haha thank clarifi
sad,nephew n cousin nowher near bad guy could kill moment cop thought bc color
happy,woo got fast mobil broadband connect
sad,serious bore
sad,omg today felt like last day school horribl
sad,heard singl wait month hear im disappoint
neutral,reason get boc
angry,even right bb18 rage
neutral,sentiment exact
happy,serious contempl time next trip home catch next fight show cinema live beer
happy,chillin roomi wait zombi clwn cr gonna 6 8 week
neutral,lay across bed hurt back day ago
sad,someon help makeup got go look fine anoth shot
sad,storm electr gone
neutral,take mmm definit
neutral,know want come keep compani whilst mum friend night nice even
sad,mourn creativ lost
angry,u suck went jail couldnt tweet anymor
happy,want go pub boooo
happy,feel special looking4him first guy give flower
sad,know yopu got round watch cri
angry,want say someth bad furious
sad,sometim think british polit landscap desol look foam wasteland us think ok
neutral,friend come see nyc im stupid vaca stupid cayman island cnt go iloveyou 3
neutral,ridden dirt year hate singl track handl doubl track slow
sad,tummi kinda hurt
happy,goodby sex citi let hurri give mi cuz paper work 2 summer bk
neutral,yeah shock probabl piti that talk time time
angry,realli wish road rage damn bad lmaooooo
happy,wow quit long time studi good luck job hunt though yes also mac user imac side hehe
sad,final summer unforun come see see tell emm said hi
happy,evid convict absolut hilari make day everi time
neutral,haha wat
neutral,yes addict half twitter friend updat
happy,pleas actual manag run whole 4km mother day classic without stop
neutral,play uno
neutral,saw across street manuel fur coat must short suppli somewher
neutral,never stop t1
happy,get readi school
happy,awww sweet
happy,funni
happy,wrong need leviti record
sad,darius articl convinc time money sunk igda past year wast good read
sad,miss everyon tonight
neutral,guy hous go downstair pant
neutral,ok got bit bad back lift drum hardwar car downer
happy,much fun killer concert last night love back lawrenc
sad,yea feel like im bein ignor
happy,maatt havent spoken age dudee dont forget bout ur aussi fan lool love ya xx
angry,ask parcel deliv pick store address poorcustomerservic
happy,sleep think holiday
neutral,kinda funni sorri ur still favorit tho
neutral,11 11 make wish
neutral,yeah ok probabl happen
happy,crave king size snicker
sad,headach centuri come feel fuck
happy,im full subway bomb wait 2nd shift start
happy,morn love day last
neutral,happi b day woke side earth wish bit late
happy,happi birthday keep smile alway wish wonder year ahead mam
neutral,facebook
happy,wow total amaz awesom
happy,happi mommi day mother world
sad,sometim feel like person world without iphon
happy,thank bit comfort zone fun
angry,jealous cri babi bitter gladsheisgon crybabi
happy,realli wish could go
sad,extrem bore
happy,harley quinn cstm heheheh go prom buaa
sad,miss stupid work
neutral,sure
happy,cheer cheer red white grand final win fight thank
happy,cheer defend group uncheck arm thug shown histori racism violenc lie
angry,gotta use dark skin emoji offend
sad,dont play master noob u want win serious
sad,defeat polo
angry,huge congratul nicol win big brother 18 bb18 sorri sorri bbmichell
neutral,hi upload 5 complet new chines lesson pleas feel free watch enjoy
neutral,safesex topic
sad,uh mean
happy,wait see decemb switzerland third rendez vous great show amaz enjoy oz
neutral,lol
happy,make life w bound shirt second life
happy,wow lucki happi birthday
happy,way take photo park
happy,readi day full presenc expect best
neutral,would realli like work instead take nap
happy,watch water boy grub carnisada yum yum
neutral,ok wild one imagin one
neutral,back interest email
happy,drink corona san fruit perhap lazi
happy,yes wanna come hang h town gurl u know what haha bangin gotta hang chick
happy,alredi chocol imposs resist
sad,yeah u better
neutral,phone bank
happy,fun wango tangooo
angry,never make decis angri never make promis happi wiseword
angry,michell noth hate nicol game hahaha bitter bb18
happy,say happi mother day
sad,watch 28 week later good day
happy,oh god bless
happy,brian teach soccer lot fun
neutral,chanc madison wi locat soon mayb small
happy,awww well know youll back visit xd hang constant anoth heartbreak goodby
angry,yeah dude appreci support notori abc peep grate
angry,burn last
happy,hi upload 5 complet new chines lesson pleas feel free watch enjoy
happy,rule bought second game full price lost move
happy,educ child rich educ happi grow know valu thing price
neutral,cant call im work
neutral,oooh gosh googl wave look pretti sexi lunch time though back powerpoint signific less sexi
happy,beauti morn mountain
sad,w4m clever headlin sorri salt lake citi 29yr
neutral,peopl skill
happy,barack obama legend watch dinner speach pretti funni
happy,one day hug come finger still cross
happy,sweetest love cuz
sad,need reloc west coast weather killin
sad,sorri mom mean tweet alreadi hard day love
happy,back work doin
happy,watch amaz live ly broadcast live music
neutral,realli needa find stastic
happy,finish zombi chronicl day ago bittersweet need someth new gym
neutral,tweet today garden either bet
sad,get write halloween interview w daniell harri darn late contest
sad,ohh watch best friend wed sad
happy,hug im glad got spend time mom free tonight drop spaghetti
happy,happi star war day may fourth
neutral,find tom price tweeterwal
neutral,mr amp heat
happy,possibl kg bought player buy glen minor owner
neutral,got slow cooker go get readi work
neutral,car
neutral,surf week start afternoon
neutral,ye fare x
neutral,get use column tweetdeck room 4 5 column macbook
neutral,still figur sad take research know
sad,drain iphon batteri half day without make singl call suck 9 month old huge fail appl part
angry,well hot heck right
neutral,rain plain cloudi know
happy,day home today prove rather love
neutral,congrat ya ran
sad,ouch head hurt
neutral,yeah actual went room look counter
neutral,get readi school hop today good day
happy,im soo happi kellz back tn bout hang time
sad,arrest hotel
neutral,nope home went soon
happy,surpris bf want play u although would requir anoth guitar glad u fun
neutral,10 year old girl battl rare breast cancer
happy,let play gasp slowli wrap arm around neck kiss back
happy,feel happi despit amount work need today happi time
neutral,
neutral,well pour rli rli wet
happy,watch coralin last night realli good anim excel creativ inspir
happy,oh n shop love gift delight mother
neutral,know nds torrent file guess u gh mettallica christin brought today ps3
angry,prudenc suggest 8 bump 2 3 week view skeptic media hrc axi angri
happy,good morn thank hot cup tea
sad,oh ex room mate move today
happy,wish could find camera caus realli wanna record
happy,wow wow hope get sort gut near futur
sad,hhaha wanna cri
neutral,caus old mate hehe
happy,jona awesom watch groovi movi franki weird lol
happy,follow aswel u twitter follow lool koool
angry,stori wanna know wanna know
neutral,meh tri one commerci drive cat
neutral,bought holiday cloth
happy,kitteh like go front behind side box
happy,contempl borrow one mom dog today want take care someon
happy,hahaha groundhog play
happy,love lil tent side jam session mosh pit edgefesssssst
happy,awesom take look home
sad,im sorri
happy,back play cafe great enjoy coffe boy play rose chocci later boy bed
sad,pleas bear twitter savvi real life facebook person help gain follow blog selfhelp depress
neutral,would like hug kiss eric long distanc realli realli stink
happy,pretti damn good friday night
neutral,watch wizard waver place
neutral,
angry,interest authent afghan restaur r get call media resent tragedi happen nj
happy,one fake follow haha wish would instead
happy,love get gift mail wonder friend back home miss myrtl beach much littl homesick today
sad,rehears gonna miss game pleas keep updat go nugget
neutral,watch cat hat
neutral,san jose good time w bros also help dad edit next holi land brochur wish could go
happy,arriv cargo red g5 toronto postpon til tomorrow afternoon gonna miss lil bro bday wait 4
neutral,ii back home boredd chillinq w qrandma ili granni
happy,tiiiiiiir go bed drink lead make boy later forget name drink kid goodnight
neutral,watch tv patrol manni news
sad,hate feel like
happy,ah doesnt work want say love beach girl guy ace england love xx
happy,feel insid oh send sky high
sad,well hear girl attract men look like dad serious
happy,yes got lovey return love 1thing led2 anoth also wants2 know ur mad
happy,got hit car would make love music
sad,look forward drive storm
happy,switch steve carrel put kurt glee accur
neutral,class back 2 hour
happy,love littl brother friend come
happy,sound goood
neutral,link anymor
happy,bride la mode pow wow first thing morn past weekend love wed fresh mind pic soon
neutral,nh n c bonus r ch c ch b v kho n unpaid leav
sad,happi
happy,sure hope worth loveu
sad,even ask other enjoy sad miss like
neutral,keep tell feel better tomorrow lazi day sunfay afteral excus
happy,humous dorito oh yes
happy,dashboard modest mous first modest mous blip oyay bad
neutral,know load other left
neutral,sawn three time
happy,watch bacheloretteau zooland samvrhi
happy,say got 2 card today eva n clara thank guy
neutral,way work
sad,trump presid dark age usa world would definit take us war short long term pain
happy,aaawww worri fresh start work grow
neutral,hello new follow haha ya
neutral,haha okay fun haha
happy,pochettino buoyant complimentari young player say attent turn middlesbrough thfc
happy,dude tri vegetarian thing last 2 month good luck go vegan intens good move though
angry,oh daaaaaaamn getitgirl girlpow anger rawr chicagopd
happy,finish essay dinner went well brother act like kid spoon fight fought woould sit sister lap
happy,feel grate great mum famili
angry,accidet dump boil water
angry,kyle go town weekend play time wif fwiend rawrrr
neutral,
neutral,part start feel effect tan
happy,mccalli wow replac alreadi thought come back steak
happy,happi star war day may fourth
neutral,wait car wash see say amara
neutral,know feel
neutral,get back tokyo man miss
sad,chick fil dinner hope feel better head eye kill
angry,\ngo jag think good shot beat deep run tomorrow
neutral,peewe nap couch
angry,feel travel 700 mile pick form arriv post two day leav fume
angry,starfleet one even romulin one like random one dont rememb ha cant wear lame
neutral,agre
happy,hey what u like new episod jona
happy,toast bake bean sandwich red wine perfect sunday night dinner combin
sad,rain phl delay flight schedul bum miss jay leno last tonight show today
neutral,whole day
sad,thing dark cur hair
happy,u miss lol
happy,stand open hand know alon hold hold babi hold geeez
happy,like
happy,although volterra kill right la
sad,50 grapefruit squash gone abl get week unhappi
happy,fake hahaha kid
neutral,wait line get gas 94 degre today
sad,graandma housee have leav 3
sad,find trusti hair tie hair spill place run mom band work normal one hurt
neutral,exam commmmmiinnnnnggggggg
happy,photo session mother daughter bond session happi
happy,cool good back train
angry,suck fast internet dial suck everyth take long load way would
happy,sooo warm
sad,hi got comp earli last nite saw u feel well hope u r better
happy,glad get hurt know bad thing happen motorcycl everyon els okay right
sad,ugh miser look day 54 degre summer go
sad,nana wish last night
angry,argh big wasp buzz blind window halp wasp evil buzz
sad,ntah realli wanna
sad,brag kitten cute cat never came home wanna throw
sad,depress shit ever
happy,yeah okay ice ace bandag sit twitter lol thank
neutral,strang exact chapter god laid heart read messag yeaterday morn work mysteri way
neutral,ngobrolin favorit band moment cii kesian ya kamu speakernya rusak hahaha benerin dong ci
happy,crap break work weekend rule much overload work aargh hate
happy,hope great weekend pari
happy,yay sunday maid came hous clean
neutral,video today video blog vlog thing
sad,fogo max pessim bottom yet solid pe ratio restaur let catch 8 level 10 level come
sad,awww daddi got car accid pray shook n lil
happy,figur end take cousin work rain anyway hit
neutral,make egg tart chines egg pud yum
happy,16 day start move
angry,trickeri exasper see gay pride hijack polit bigger uglier anyth meant
sad,liter guy would say success guy tell ship sail kay guy first work sub last sunk
happy,friend send ballon firework text amaz
happy,whooooooooooooa ang ganda ko dito ha thank
neutral,u use twitpic none ur pic show phone
happy,hope everyon great weekend today 2 import meet today
neutral,present finish bust ankl stupido model broke catwalk twice fell hole beauti bottl green mari jane
neutral,love lil ken absolut dread say goodby less week
sad,come detroit grand rapid octob
neutral,lolz way round english better dutch consid weird p
happy,got awesom hair cut todayyyi look hottt haha homework
sad,oh today jay leno last show miss u mr leno
sad,club weekend due bust knee emo life unfair emo
neutral,time
angry,yep lol bitter
angry,fret cool human follow becom instant cool bot
sad,fyi ruin hollywood close last friday close night
sad,gosh miss singer theater miss learn music act exercis n especi miss onstag
happy,watch tini nephew perfect babi
happy,head see friend new babi gave trip lake caus danc class good mama
angry,wow right need help get laureliv fandom bitter comic fandom
neutral,headach
sad,thank ff shoutout stuck extra e usernam tho link work
sad,yes u pretti smile also eat chipotl
happy,wish mother safe happi mother day
sad,think world hannah montana set im miss tennesse alot today
neutral,ikr
happy,piersgough thorough live imagin develop ager alway challeng us better better
sad,depress compar comparison
happy,yeaahh punch haha xx
happy,yay mother day love mi madr
happy,mabrook inta wain wil diet wain 3indi funoon
happy,david mitchel present got news tonight 3 love think ace 3 anoth note damn headach
happy,c key state work yay
happy,rubi skye last night well superb set steve last hour load thrillseek materi old new
neutral,endless set list long gruel almost also sent gordo cell cuz longer communic internet 140
happy,cheer chuck
happy,done book sign manchest nice peopl enjoy week
happy,inthebattl realli cute one favorit
neutral,bring suck
happy,realli hope car ill termin
sad,hous granddesign forest wibbl wobbl pine plantat
happy,welcom taylor although rain wait concert x
happy,readi new generat oh yeah backstreet fan proud
sad,california sissifi page rule class separ passag dispirit attest alphanumer code wyrdljpyu
happy,oh realli good 1 dude thx ad
happy,alright parti success fun
happy,mood way much fun lol love danc techno 3 life love stress set back 3 gnite
happy,ok night sweet peopl look ya tomorrow
neutral,weekend see monday twitter
sad,tri instal vodafon internet key eeepc rememb work box today want work
happy,well im hving anoth one today yey
neutral,cuz cruis twitter nightshift
neutral,see date show good time still want stripper pictur
neutral,never touch drop
neutral,upshot want hunt uhh well wish best luck tweep
angry,evil credit card compani god start build credit get stupid ding
happy,thx ur msg awesom luv new singl xoxo
sad,free live music dc tonight blue moonshinesocieti loft start 10 30pm
neutral,ibood
neutral,star trek nah dad one star trek right enough today see corlain much style shezz
sad,line quit take place ultim strength start feel weari
happy,play ufc unleash 2009 demo impress game got apprentic lazi monday
happy,say happi mother day
angry,damn wanna see rest saw like 30 minut
neutral,morn ami xxxxxxx
sad,hello aint tweetin day cuz 2 switch thing 2 da new place exhaust sick
sad,know man day pull bed
sad,like turtl
sad,yeah avail public market yet soon look forward sunburnt arm itch boo hoo
sad,engin run fuel call whine \n\nu jst hv 2b observ \nhar din rona dhona complain \nhappi news make unhappi
sad,dis damn usb charger good nothin gotta find verizon store fone dead sinc last nite
happy,sleep take two better work
sad,assfuck sorri roll okay gave sucker
happy,meet zombi expert believ
happy,lea mini set tour glee heart cri tear happi sad
happy,like abl say truth instead magic mysteri tour get led
sad,know miss excit lol
neutral,import person
happy,interview 177 view 22 away 200 thanx read ppl mattmccoy
happy,haha yeah improv nite big time make skype call soon tho tear away
angry,could get line block germantownbronco lilleagu popwarn bronco usafootbal offens lineman
happy,think followin u 4 bout week yea kinda
neutral,got babi g wach zi 1 ladi gaga wear eh eh film clip pink love kay thank heap win olivia
happy,haha would cool brianna fli haha
neutral,heaven go everywher
sad,miss ontario
happy,g im sorri hear david cook brother u actual c david ireland love
happy,vote hope vote white blank name mr twitter funniset
sad,hit car u leav note yea put whatev u want note
angry,awhil ago freak hot wet turn
sad,think less tribut parodi
neutral,aint bee aint ya heard u keemi
sad,realli
sad,yet anoth night stay
neutral,got stood
happy,watch grey anatomi take blueberri muffin oven mmm yummi finish geogger studi note yay
angry,glad got walk finish damn thesi
sad,sh get even sad current librari j think last one tooooo
happy,get lol time eat id hate late
happy,love cheer woman store someon els furnitur etern sold granddesign
neutral,get readi earli night tweep great one everi 1
sad,much work drink love afternoon pub
sad,awwww wait hope rain
happy,day 8 30 day shred day 5 special k challeng feel fantast
neutral,wowza went whole hog
angry,fuck hell rush damn train also use fuck 4min wait still sweat rage smrtruinsliv
sad,flu pass unto andi went shop got fresh chicken chicken soup sat sad panda
sad,pfftt wish time though
sad,headach cold
sad,miss 39th floor view
happy,last day high school
sad,go group therapi session wait spill gut ha ha ha
happy,glad nice gray sky raini wisconsin
sad,fire call today miss
happy,mayb entir russian team test posit meldonium north american get replac
happy,guy follow rx twitterwar dd go ginoooo
angry,ummm didnt work guess im stuck uglyone
neutral,hi simon let know done
happy,ton fun w muffin today
happy,one favorit relax song wake good morn
neutral,back almost last haul wagner casa bend
happy,ditto amaz atmospher philippplein cheerlead stunt londonev
angry,bgt pier buzz littl girl sing
happy,great talk grace awesom god work somehow start remot control work
neutral,point facebook messag
sad,never call sober
sad,realiz today last day see best friend tanner im goin miss much
happy,wait jona come
happy,girl work hope slammer fun moldovan want hear detail
angry,team must draw hat daili person drug yeller quiet screamer
happy,liter die live time catch twitter follow life basic
neutral,follow friday thing work real follow
neutral,babi reciev vaccin
neutral,come sick one inflam vocal cord
happy,u get show u hotspot dont kno come shoppin lol
angry,hate tomtom citi traffic suck
neutral,twittascop rock sock go away alreadi
neutral,favorit rhcp song
neutral,
sad,still wait yang guess realli need sleep someth kitten feel kinda deject right offlin
neutral,kimbeommi updat
happy,download music hour love happen
sad,think home want next week work book forseeabl
neutral,write back
happy,accept challeng feel exhilar victori georg patton\n quot motiv entrepreneur
sad,friend fli away world abhor await somber morrow matter wind may blow sad
happy,use warbler set glee episod acapella colleg kid
happy,went ride tortilla flat morn littl warm nice ride none less
angry,would play old rogu friend took account could get back
sad,ugh gone 2 new phone screen black mean text
happy,instal netgear 802 11n draft router today throughput defin increas
sad,say close 6 mean come 6 ffs peopl also rip polli
happy,fanci never put also vote jaunti angl one judg
neutral,isnt im 3
sad,got peopl let skip sci pratic beco skola impt dont wast parent money nt fair
happy,good optim sir
happy,wit cha got home da regga club wishin sexin somebodi
happy,would drivin \ hahaha get carol c special yeah
sad,yeah ill make sure keep updat get deliv
happy,damn audio ie 30s rememb much 3 u right earbud ceas function shure r 2 bright w lame bass
happy,ok believ worth stay joe mac version luv covergirl luv next 1
sad,ironi inventor ford mustang keep car via
happy,feel got cheat mistook sparkl ribena normal ribena
sad,darn bacon
happy,fan found
neutral,sleep day back work anoth 12 hour psych nurs
happy,god bless oh sexi rahul pictur
neutral,leav cali wanna stay longer
happy,love song like movi
sad,eat bagel yummi
neutral,live uk say think
happy,belong may favourit music video ever luca till make littl bit better
sad,bad come enjoy urself tho
neutral,yeah use initi flickr account
sad,got sing fall love chang week day saturday quit fit
neutral,want marti mcflyy shirt
neutral,microsoft announc window 7 releas candid download avail tomorrow
happy,wanna go prom one day wish u go 2 prom even though im guy thatwouldmake1of myfriend happi
happy,booya sup tweep happi infam day get soon wait play need find time though
sad,alway feel last
neutral,london last night give hour sure appear
happy,chillin follow cool peopl
sad,bum babydol spaghetti strap tank three wolf moon shirt love meme hate wear fabric box
sad,much time give friend lost laptop mourn ask give laptop charger extra batteri
happy,im much excit go back school
sad,american whole part feel borderlin despair least look situat control
happy,vampir knight music feel special
happy,peopl cheer sport team complet outsid new jersey pa piss
neutral,surfin
sad,anoth day juri duti
neutral,show discret occasion
neutral,eww town fair tire smell horribl make sick
happy,girl talk awesom
happy,happi mother day mom everi mom everywher stroll beach later hope
happy,accept challeng feel exhilar victori georg patton
neutral,probabl next week though
happy,lol yep sure although must get hous today
angry,oh damn realli suck
happy,hey lui thank flash prof code thank cough
sad,wish laptop charger could tweet faster
happy,one mum happi mother day special mention 4 one newest member hope good 4 u 2 u
neutral,clonecloud actual distant processor provis like idea
angry,sometim peopl never learn shut stop talk shit
sad,headach
happy,best quot 7 german almost happi
happy,look nice atleast haha 3
sad,last friday high school year
sad,aw want classic burger
angry,like hello first born must alway laugh joke
happy,bevvi 2day twn great day
neutral,yes yes
happy,realli fuck love
neutral,ok thank
neutral,may 4th heut ist star war day
neutral,done exam focus summer school dayuumm life hard
happy,thank u sweeti wait set sail u next week
angry,peopl need look definit protest protest call vandal stop
sad,wish could call live uk cash call
neutral,priest said unnecessari anxieti
sad,vma guess also wanna go london june demi lovato concert one go
happy,near daili exercis start show result
neutral,earli
angry,hello \nthe bigger bulli crocodil tear bulli alway act like offend victim
sad,sad cant go friend hous
happy,want see tour
happy,viviann mine yummm
sad,miss taylor like crazi cant wait till back
neutral,well enough mushi famili talk bed stubborn go
neutral,concentr need booster woork
sad,leav nola today count second til start cri love place much
sad,long sunbath burnt
neutral,cool np got work seri design
happy,absout best
neutral,went sweetheart well see thing turn
happy,afraid daughter gonna write memoir ungod mix mile betti davi eve
happy,weheyyyi give thank midi keyboard
sad,entir week get design graphic design job home freelanc sad
sad,alway depress sort wordpress plugin recommend best least offens term premium featur
neutral,iusedtobescaredof girl year school
happy,sms manag crash phone
happy,ermm
sad,got gym w energi
happy,quit peacock oceanograph choic new favorit play
neutral,dm email addi n fwd dem 2 ya
happy,thank best tomorrow hope love day togeth
happy,joey get new lizard fun x
happy,thought simpl one found hilari
happy,say thank
happy,absolut amaz wolverin sooo beauti also amaz person look u
angry,sound appet
neutral,take forev upload
happy,wonder awak 7am write new song plot evil secret plot muahahaha oh damn secret anymor
neutral,ouch pick nose count
neutral,good night
neutral,ipod touch brick
angry,lost frequenc janieck devi realiti gestort aber geil remix rage shoutdriv
happy,super excit
neutral,hi teach chines lesson youtub feel free look
sad,omg tri fix pic work ugh also mom wont let sleep sanzz bad day
neutral,chang work
happy,lie new lab pup lap
happy,
happy,receiv mother day card love daughter wish happi mother day
sad,noo u dont even know upset right
sad,naoto nod also like tha band also frown band papa roach concert
happy,haha matt
neutral,bout hit pmark make one final meal wit housem
angry,wanna know outrag black black crime one know victim blm kill cop base media
happy,yell bye garbag cheer
happy,headach suck especi stress relat one use get lot 3
angry,offend you\nif truth kind\nor see \n haikuchalleng offend
happy,hey sherri thanx 4 da messag wonder u could follow plzzzz
neutral,haha wish bfa photographi
sad,kinda wish went fall asleep
sad,go big plan thank tonsil
neutral,know insid scoop station anyth kwod noth us
angry,nope dnt wireless ne hater ugh save copi watch
neutral,guess happen butt yesterday yes anna finger came visit said noth
sad,never starbuck coffe entir life peopl keep make jealous
happy,happi mother day
neutral,mini collect star war figurin offic
happy,want honorari filipino follow thank
happy,whoop whooop
happy,hope nice relax day hope well wish best
neutral,dmed login detail twitter salvat system enjoy let know u think
happy,come estonia know epic hors hehe good trainer good beach ride
happy,good luck wanna see wait outsid buse see autograph tho
sad,gonna chop tini bit one two
neutral,brought sf fog la
neutral,jona brother live parti rock hard love song
neutral,icki bitch piss sooo glad arent icki bitch
angry,freak cold sydney tonight
happy,late night fun friend earli morn wake up make zeb grumpi girl
happy,wait belgrad wait
happy,ador
sad,star trek imax 3d huge screen still worth watch
sad,lol yeah read stay nap tilli collect 3 peopl think got
happy,rec call 2day haitian church start florida 15yr ago prepar acquir bldg want know rejoic
happy,listen jubey snore phone hehe goodnight
happy,littl sniffl end song get everi time
happy,good morn jess want say thank everyon follow us tell friend us pleas xxx
happy,snl gonna great tonight
sad,whole hijack argument argument use ban discourag display st georg cross shame
sad,show sold wait til tomorrow sunday
angry,up like cabl compani show til last possibl moment like take nap school get
neutral,wrong dress fifti fashion
sad,ya boy get mad tire pine tree
happy,footbal sun own
happy,blast weekend sweet girl vancouv watch awesom celtic lad got see alissa home
sad,knew listen miley cyrus morn bad idea
happy,australia get may 4th enjoy
sad,watch marley cri hard
happy,yeaaaah lol insan
neutral,well stay away kind surround happi mother day ur mom treiz
angry,sinc updat lose power near 40 faster
happy,sounder game tomorrow mother day
neutral,follow pleas dm
neutral,nah singl person post 200 tweet day hard cope android phone unabl filter
angry,make buddi cri bitch wait reveng
angry,wrath khan one best movi time
angry,wish sis 12 midnight receiv repli 2nd sis wish got repli know fav offend
sad,old though imachildofgod whatistwerk sober marri bye
happy,water park today made jealous look pic
sad,heart sunk
sad,honest know unhappi time want stop itnevergo
sad,got attic w sadi art work includ good time broke head phone bad time still happi buy attic
sad,jimithy1 come msbj 3
sad,got thinkin weird w dog
sad,cant girl like what walet
sad,peopl talk gone
sad,problem adult shirt annoy sinc lot adult player shirt come kid size
neutral,hey guy someth ask ask okay accept critic comment thank guy
angry,liber outrag king say n word realli anger white yuppi progress go fuck shame black
happy,carolina yeah
happy,almost dun choreograph danc
happy,oh yes level 40
happy,tri someth funni twitter fail
angry,back start irrit bare 2 19
neutral,yawn ow caught cramp mayb take nap
sad,romero fuck dread like serious 11 month old better
angry,nurs practition look pretti bad offens cours \n\nthank realli ad spark posit need today
sad,depress alreadi isnt want book
neutral,song call toothpast kiss quit like
sad,miss much
neutral,oh well never seen anyth gonna say anyth
neutral,wish 17
neutral,love blog musicar event good work
angry,oh good god quentin lett one comedi turn angri bbctw
neutral,hello
sad,listen sweet talk 101 cute aim consid take gameboy color miss chiptun
neutral,realli realli itchi eye
happy,hey saw snl 2nite love especi crumpin tit boob scene crumpin 34 dub wow hilari
happy,everyon vote mtv movi award coz comp mash wont let vote somehow
sad,sad u cancel silverston show better see u sandown park
happy,bill likewis pleasur next time spend time talk ims09
neutral,listen music friend
angry,shit even begin describ fieri littl demon straight hell
sad,fam would disown us us realli want come bbq got weekend mix
angry,lol 2 peopl falcon boo one becca
angry,bgt im watch tonight cba mate tuesday xx
happy,love jeff lynn enjoy sitar work kinda weird pose
happy,love guy amaz
happy,come join cakeclubhour tomorrow afternoon 3pm bizhour
sad,go school revien 15h30
sad,know suck data plan weak sauc
neutral,eh june 15th go sign 18th think x
neutral,back sj star trek tonight 9 45pm cinelux almaden
happy,woooooooooo come nottingham point lovelovelov 3
angry,hmz second popular page government site 404 page fail
happy,lol look youtub later thank
happy,bike
happy,thank man appreci rock sir
angry,damn hate weather shit suck want go tonight n mess like
neutral,leav meet look forward see done want boo urn wish work
sad,funni kinda sad last day
happy,download iemoticon appstor 0 79 cool
happy,saw fleetwood mac insan jealous enough money buy ticket think never see
sad,runni nose breath terribl feel
neutral,come give nice home
happy,well guess think everyth thank much keep fan loop
happy,okay realli go stop make laugh like
sad,one day today also
neutral,oh noe xbox 360 badg holder broke bellevu wa
neutral,happen
happy,realli realli get excit
sad,boyfriend friend tonight know even
happy,thank yay guild
sad,hey everyon what got anoth hour half work tell someth think wouldnt know good one
sad,man miss ive waitn day 4 u 2 giv tix away whn im rappn wrk u gav tix away im sad
neutral,anyon els problem follow unfollow peep gone week
happy,game site lean ps2 heyday lean 360 last gen gen start vitriol most
neutral,think florida heat much reluct take place
happy,shud lol devic thing work
happy,pleasur sweeti lookin forward 2 gettin 2 know u
neutral,pea plant
angry,r damn exam ever gone b done wanna b sun
sad,school wouldnt suck time
happy,immens pleasur entertain pride prejudic 3rd time must say find much agreeabl
happy,earth real love woo tila armi
happy,happi guy congratul
happy,ok kinda thought mean 2 would funni though
neutral,thank
sad,hi dom saw u nott counti away look 1 mufc away ticket pay
angry,ugh plane delay due weather stuck anoth hour kill
neutral,go jack tribut match today
happy,realli job titl
happy,thank
sad,wait go work tomorrow high fuck fever sarcasm \nhope feel better tomorrow \nbut doubt pessim
neutral,got back babi sit went well
sad,zero thoma
happy,watch amaz live ly broadcast mae live music
sad,fever past 48 hour see unshaven puffi face look pathet
neutral,got one babygirl
neutral,aww know use chat becam cool
neutral,makeup year long tyra stole away us
happy,due hearti lawsuit nascar rais beer price 0 07 accommod loss
neutral,suppos sometim get busi recogn alway famili god
neutral,jip good one
sad,ricefoday alex butler class financi manag start great relev class discuss movi sunk cost
neutral,revis bit back soon
happy,hehe almost hear right ear yet
sad,bad day got wors
happy,hahaha nonsens
neutral,offici moss doesnt work vista unoffici fine
angry,believ achill kill angri
happy,assur eventu destruct would interest public cheer accept sherlock holm
happy,kind excit go school today dont know hope good day
neutral,toy advanc load carri system low cost 1 man outdoor shelter get wolverin glove
sad,work 11 tonight
sad,bow moment rather sulk go opinion guy studi oligodendroglioma
happy,got freakin macbook hoorayyy freakin delet phootbooth
happy,thank happi mother day
happy,came back hang friend cocktail 3 drunk feel good hope everyon well
happy,hater like cricket chirp day walk past shut fuck idol
neutral,1720 ha except omg ami bb give loaner laptop back today may without one month
neutral,
neutral,anyon want chocol nutella mochi gonna go wast
happy,love life
neutral,prayer famili dog mozart put afternoon pic
neutral,wish still jam
neutral,oh come back gig scotland ticket see u last year hosp wit gallston
sad,wowowe willi fortun make depress damn love
happy,g night twittervers much twitter luv
happy,stomach tri eat time lunch yet look clock damn anoth hour 20 til lunch
neutral,guy serious question song like cds honest know repli 333 maria
sad,tire may go bed troubl miss american even friend x
sad,great check get work block sim work
happy,oh cali plan go might get see da hero rock sock
neutral,muse grip firm throat realli enjoy write
neutral,oh keep work alway make littl smaller
sad,rockin bob dylan singin bob dylan 115th dream lpco klassic rock classicrock klassicrock rocknrol blue onlineradio
happy,good morn midday nation formula one one hour
happy,haha good vid tubey thugh
