sentiment,content
neutral,also use vintag antiqu piec offer green solut higher form recycl opinion
sad,im sick sad cold
sad,feel bad littl sister put lot money saab took full coverag last week total yesterday
happy,love
sad,got back nom nom favourit restaur haarlem sad miss eat food incred
happy,ah seen either way get experi fantasi sound shock wave vacuum space heh
happy,
happy,feelin nice bottl bacardi
sad,field day sad ribbon
neutral,tis use inde esp newbi like
happy,push amaz
happy,cuddl girl cuddl fun soft
happy,let go
happy,alon old hous thank net keep aliv kick whoever invent net wanna kiss hair
angry,monday still clean mess thursday night storm like busi enough week
neutral,listen awak godsmack
neutral,wish go two differ school time
neutral,run moon day bad fb
happy,molli born birthday cue twilight zone music
happy,unplug rest day good one everybodi
neutral,also watch movi friend twilight
happy,yay bannerbomb wii final run homebrew 4 0 wii
happy,thank 4 follow sean
happy,sure amaz wish could incred phenomen amaz talent singer
happy,happi mother day beauti
happy,ok see da climb
sad,aquir new oppertun sorri support mac tell
sad,good show killer rock cut em short
angry,look forward div 2 next year leictershireaway therey
happy,arent u famous alreadi lol ador fan fan would anyth heheh im 1 fan
happy,extrem excit 15 day behind
sad,daaammmnnnnn wish
neutral,u mean ur tire u 2 go 2 work u got ur wii 2 work ur tire
angry,shot suuuuck im done vacin
happy,helloooo
neutral,evil want one flaxandfiberfriday
happy,got back cheescak factori boy oh boy gut stuf
happy,aww keep send
neutral,happi star war day
happy,happi mother day mama
neutral,happi mother day mum
neutral,class right 1 week school
happy,thank
happy,poker night instead kate voegel guess
angry,dog make ridicul sound right like high pitch gargl growl
neutral,supp
neutral,bom dia rembrandt impact basin mercuri
happy,happi mother day im spend day famili
neutral,hi found inde pigment imagin
happy,took advic enjoy small alon would come lol
sad,phone still block fav 5 cll
neutral,hey problem today
neutral,eat hawain pizza breakfast bit cold
happy,go see star trek babe im actual excit hah
neutral,made som situpp
angry,know punk most white men throw tantrum
neutral,whoooooo gettin extra hour today afterward gonna see get marigold mum
sad,whope tgif fun job
happy,yay cool aww woulda sweet worri though glad fun
neutral,eat chicken kebab muffi chup watch meet sparta
happy,lol saw go last name common noth special
happy,omg littl girl bgt
neutral,2 interest good way
sad,oh suck thank god laptop
sad,leg broke wait until go
sad,man wont home co host xo blair
happy,want say 3 ur music scene aesthet n danger radio hope get see u guy 1 day
sad,feel
neutral,home cat right
angry,rain boo
happy,lindsay spanish fansit love pleas repli us wish good flight 3
angry,get angri peopl know stop sign franci foster road
sad,disappoint know got silver award want gold award hate second best
happy,happi mother day mother world especi tweeter mom
neutral,like quit smoke septemb last year 40 year hope one day miss snivel whine
sad,hate bff groundedd boooooooooo
happy,tell someon read knowledg holi w tozer work requir read
neutral,suggest pta alert pta general stand parent teacher associ us might confus tweep
happy,crisi avert phew differ note guy make proud tear wish could join
happy,cant go fb found im alien one morn alien allow fb yayi congrats miss yew tew
happy,dinner awesom im happi mom enjoy bday abl spoil yay lol
happy,happi mother day mom mom mom mom woot woot mom rule
happy,welcom twitter hope long saw light join us
neutral,portfolio v2 upload comment feedback warm welcom
neutral,hot cold
happy,congratul chap pass love claud
happy,think piper molar cut thru nice lil nap girl anoth friday night home w lil one
angry,yeah hot nigga say im burn uhhhhh
neutral,good morn
neutral,back plurk
happy,wow awesom review carri everywher lamin read plain cool
sad,snap realiti show watch first hook sad
neutral,yes
neutral,ncaa basebal road 2 omaha south carolina hit 3 run homerun dagger 2 heart mason 1 south carolina 3
happy,awesom book wait film enjoy scare x
happy,sound cool liverpool ace especi like beatl cos museum shop dedic
sad,get anoth one 1 alfi
neutral,msn case lot easier hahaha
happy,justin timberlak leonard nimoy dick box sequel priceless
neutral,salt vinegar dont smell bad afterward haha
happy,gotcha let meet twitt cafe
neutral,never seen x men film suppos good thought
happy,mega sunshin morn
neutral,browni sunda five dumpster blood bros itun palm reader close fun 371 anyway
neutral,realli realli itchi eye
happy,chick fil morn final must amj
angry,omg toni hawk motion nintendo ds suck ass
happy,vancouv classi canuck
sad,hey go last night expect see broadway
neutral,tri thing run onlin busi well run regular busi real world
sad,barg post gmod birthday see
happy,fun 2nite pleasant surpris
happy,receiv mother day card love daughter wish happi mother day
happy,want go univers
neutral,im alllllllllllllllllllllllllllll nigga woke late didnt get breakfast wakenbak
sad,mother bad day
happy,work room middl offic thus window call programm cave imagin sky
neutral,woop right tri get 2 sleep haha 2 hot good nightt x
happy,guy move la far shall make castl leav
sad,adam samberg new moon trailor good even bad cabl friday
sad,feel sorri male singer never gonna great zac hanson pooorr fella
happy,mmmmmmm love espresso app guess real thing help work effici
angry,ah tummi hurt damn starbuck sugar chocol caffein
happy,jealous right hate new england weather
neutral,vote sad vote log yet gonna vote
happy,youtub channel demilynnmus haha caus love 2 sing stuff yea
angry,wonder white supremist say abhor racist
neutral,well actual went got driver licens worri bus shit haha
neutral,want van basten b milan manag
neutral,back school work bach project
happy,ahhhhaaa bangbro com psshh nigga onionbooti com
happy,classic snl digit short tonight mother lover ha ha good
happy,nice hair nowher go
happy,anytim
sad,freddi cotch ladyhawk miss bajan beauti
neutral,hey get comlementari cherri flavor lip gloss time cool
angry,feel travel 700 mile pick form arriv post two day leav
happy,knock sooo godamn funni never get old tupac biggi lol
neutral,still train goin 2 southsid
happy,aww love way cute
happy,classi demi love stop thing
happy,half twitter enjoy wonder sunday afternoon offer
neutral,hee hallo
sad,watch armi wive alway make cri
sad,bus almost hour late crappi alarm clock leeuwarden 9 45
happy,made coffe cake mom
happy,aww congrat famili send picci email
sad,great meet thank use umbrella hope ate got sleep
neutral,time play drum
neutral,yay thank followfriday failfriday still win though
happy,thank x x went realli well tire though hope spoil mum law
sad,keyboard cat dead year play keyboard cat
neutral,see date show good time still want stripper pictur
neutral,thank follow
happy,happi superwoman day
neutral,also
neutral,download movi notori cool movi
neutral,watch bruce almighti
happy,shoutout beauti mom nigga dont appreci one care happi mother day
happy,got home morongo havin corona 100 buck woo lol wish woulda 100 000 instead
sad,suppos get go find sumthin wear tomorrow get
neutral,goin bed see ya tomorrow twitter ppl
angry,blm outrag shoot nc day turn guy point gun polic wait fact outrag
happy,went metro diner first time awesom
happy,head home love boy
neutral,frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day
happy,final go bed everybodi whatev bless
neutral,congrat ya ran
happy,nooooooooo u never call anymor lol good rick ross town might go 2 show 2nite
neutral,hai
sad,hug still feel poor
neutral,klaudin
happy,like simpson like ask like breath
happy,home dont know im tmrw besid whole mommi day thing feel awesom night guy
angry,whaaaat oh hell jealous got paid fuck whole new level anger love conflict
neutral,back long island today spend weekend manchest vt hope great week ahead
neutral,clean laundri nail paint product saturday night
neutral,bad migran need go danc tonight good combin
neutral,let hope retir cancel reason
happy,hi everybodi lunch break work enjoy nice cup coffe
neutral,thank btw u wonder check fuel brand
happy,peopl mustach get super power mustach fair
neutral,mornin
neutral,anthoni prom
happy,last day metro magazin ta ta dream job ps june issu czech
sad,home school shitest day today
happy,thank
neutral,fel z dia de madr happi mother day
sad,miss need talk keep screw love u
happy,thank u hun say good night liquid dream
happy,go lunch soon fave cuz
neutral,spent 2 hour look blog topic end invent grrrr
neutral,fml still awak melatonin work
neutral,colleg graduat
happy,hi get tri new resto yea fuunn let dinner get back
happy,miss hope talk soon happi mine though idea 3
neutral,oui figur sinc day better start brush french far learnt bonjour oui
neutral,bed night everi one
happy,final leav place woohoo school time
sad,ugh grosss
angry,worship feet\nwher wrath merci meet\nand guilti world washed\nbi love pure stream\n raham kendrick
happy,lol mention pleasur
happy,mission wale find world greatest welsh cake success none better nan
angry,walk class hate bike especi mine
sad,home alon one left gummi bear
sad,go panahra dinner miss guy
angry,irrit level time high today
angry,disappoint human kind wrong world five girl garden innoc enjoy good weather
happy,good morn hope nice product day
happy,haha final hiii friend
sad,thought hubbi deploy n got blue need stiff drink breastfeed booz ugh
sad,hate song survey alway seem make cri
happy,acsvxdcbgfn soccer shall see young phoeb want dress though
angry,rage rage ep 2 come soon keep post youtub youtubegam rage
happy,put neighborhood littl one like 25 runner got 1st place okay time happi
happy,aha brother wallpap phone dolli sheep aha lole
neutral,mine pool someon els pocket
angry,hate june gloom get excit beach
happy,want talk call expens love
neutral,glad went glad leav earli glad afterparti beth back
angry,hate new mt dew commerci one giant mosquito scare gross time
neutral,yay give lesson tomorrow church
angry,well archi offens kinda old
happy,want summer sprinkl still
happy,soooooooooo win powerbal jackpot impos formid upon weather
neutral,tell said happi birthday tomorrow talk raymond
neutral,arriv itexa lot mail read work thank god weekend
neutral,bit ben thai ed
sad,today feelin like crap
angry,5000 friend request tomorrow blame nite
sad,make cupcak say kelli bad sister
happy,prom parti tonight
neutral,best thing life free x
happy,glad happi
happy,welcom two month ago banjo tooie releas
happy,yeaaaah tangerang vacat
sad,local pet store get shut last someth like horribl anim go
happy,great weekend good mood even mind work morn
happy,oh guess offici big nerd heard movi great even like trek
happy,cool glad save tea
happy,still michigan show love
neutral,marri
neutral,got home got freakkin clen
sad,strang day forget
happy,yep go christma treat
neutral,hello new macci welcom new home
neutral,want cake chocol
sad,watch wayyyi much bever hill 90210 today proud fact tv fail
happy,way home aloha good night everyon
happy,babe sooo much fun thank much make happen fun ladi time went fast
angry,damn need replac macbook display chf 670 work hardwar almost half mb price
angry,offend lie alexandria goddard mean deric friend anyth els pure fishin expedit
sad,need see band live damn blink come uk year anyon wanna go see billi bragg colin blunston
happy,well good morn wonder day neighborhood thank follow anoth 60 morn
neutral,bore
neutral,new privat acc use close twitter friend
angry,miss fact burkeramsey swung hit sister jonbenet face golf club previous fit
sad,ginger biscuit rule way urgent need weight scale
sad,go sleep
neutral,chicken
happy,good even
happy,gonna miss eddi half countri apart
sad,poor beta took seattl ride lap plane happi week long outag cold
sad,class next two day work everyday today til next wednesday sad
sad,bout watch notori caus feelin wish could eat someth surgeri tomorrow food til saturday
angry,wow realiz much sexist pig truli sorri anyon offend
happy,turn realli like sixti year old guy right seek futur littl later plan
happy,think go enjoy sun ray love work
happy,oh sure thx
happy,hi serena want say good luck madrid pari month
happy,sorri fell asleep first
happy,bath two littl angel keyla janic
happy,happi mother day hug
angry,yuotub link deni work
neutral,2 day minni
neutral,never touch drop
happy,mmm eat tostito piknik spinach dip r 3
happy,lord ring fan must see 40min fan film releas awesom watch hd
sad,thank shout get time chat come back miss terribl
happy,yay thank awwh feel grand soon twittertaleov
sad,readi weekend sad offic tomorrow morn
sad,school gonna learn use skype
neutral,say stock
sad,sunburnt arm burnt mouth skin come
happy,would call knew say long distanc love
neutral,lol thank realli need remind old hag mom lol
sad,upload pcd onto itun xd use certian event caus lt sad
neutral,spent time explor atlas hercul crater find thing uma oph ser caput saturn w fog eyepiec home 2a
happy,happi mother dayyy
sad,use twitter quit life
happy,love find region group twitter glad could connect new peopl
angry,oui mademoisell bare turn around day without bump one
neutral,comfort announc
happy,congrat mine bird underdog kick crap runner yesterday love see happen
sad,realli stop reli famili say go get lunch
neutral,girl blunt soooooooo thought right absolut great day stressor come home
happy,girl work hope slammer fun moldovan want hear detail
angry,god hate scari movi fun wimpi
happy,lol well im gonna totter sister trash room coz tlet need go cut guitar string
neutral,know bg look emo lol
sad,hot shower make everyth better need sumbodi tuck ugh miss gramma
happy,hahaha yes discuss alway seem jump around random
happy,last week school final yesss
happy,know bare believ almost thank review love
neutral,go pari
neutral,final got see
neutral,back later
neutral,wide awak readi big shop trip hope get tone sweet dealz lot fanci cloth
happy,haha true thank regular keyboard job time
angry,rt ughhhh got fuckin pull talkin cell school zone fuck highland park polic rude mofo
happy,happi mother day mum
neutral,spoke nigga look ya crazi time u stop plus alway use see yall want
happy,hope day good
neutral,b u slept miss ride chillin telli friday night
happy,great dinner great friend follow cupcak
happy,sleep rock sheet hope smooth endulg wait blanket
happy,happi mother day mommi
happy,good luck whit show tonit man ill watch
happy,know late internet happi bithday pierr
sad,want burrito still 30 minut work
happy,fun tradit famili dinner parti mother day
neutral,exact
happy,morn twit friend welcom new follow
neutral,adsens exchang rate 1 47 060 inr
happy,morn david safe journey enjoy time state xxx
happy,cool that good
neutral,j estou ver que sim aqui
happy,haha gunna go buy whole bunch emo punk cloth
happy,could send california sunshin way
happy,happi trip
neutral,record new song
sad,find jewellri dressssss
happy,got 200 macbook
neutral,bummer macbook bug mac head want lend help hand
happy,great song even understand lol
happy,tell everybodi said happi mother day love ya 1 fan love miley rock
happy,great weekend john back work 3 day go illinoi thur fri gig john
neutral,seem access restuar citi due internet javascript problem
sad,follow went 22 20 follow back cant anyth till get interwebnet want follow im interest
sad,exact feel hope start feel better soon
neutral,eurgh revis invent histori
happy,yeah also paper one final left algebra take birthday june 3
sad,sad see despit glib
neutral,woke uhuru
happy,good morn littl twitternut squash today what weather like
neutral,cool still bought tut tut
happy,readi crash great day fun night ask anyth night
sad,mom left
happy,kick back holiday school while
sad,sun florida raini cloudi
angry,ughh phone hp
sad,milli yummi asian food haha listen let go sad song
happy,went see priscilla ahn last night amazin band actual
happy,ooooh lol know fun princess
sad,cant go swimmin
happy,6789998212 haha love soulja boy new song
happy,end day anoth walk nice walk gelato
happy,cool show last night fit
happy,play realli tight match man good shit constant evolvin never bore fuck east coast
happy,bwahahahahahahaha nice want doggi
angry,peopl need look definit protest protest call vandal stop
happy,twikini enjoy sun
neutral,yeah got qualifyin whole race tape delay
sad,life suck
sad,yea yea im tortur stanki leg marathon ima danc hrs til mo
happy,sleep think holiday
sad,full thank food jean brought half watermelon eat freeway crash die
happy,oh left smiley face knew kid
happy,blogtv fun wait til next time
happy,aw thas good im glad happi jus chillin
neutral,nicotin replac patch 4 hour far good sleep 4 hour get bit twitchi
happy,good morn twigga twitch getcha motiv
angry,dont worri hate nobodi comment pic
happy,one told mutual admir societi meet morn lol hi boy
neutral,earli bird see
happy,realli happi drunk realli happi
angry,hey roll everybodi twitter vill sleep grrr never win
angry,jizzl need u hit ugghh sick damn phone like serious
neutral,mimi time
sad,convinc alway want signal give damn think lost anoth friend
happy,insomnia finest go bed 11 30 fulli awak 2 grrr anyon want call mee
neutral,sure good voic better mine definit put new video bet got better sinc
sad,need ban togeth recogn alway go agre ok tcot
happy,fun show grab bite eat
happy,mani thank
happy,aww heee nice done weekend guest approv lot
neutral,bore got noth
happy,even though alreadi monday thank followfriday complement know
happy,isp sort gather cheer bday wish
neutral,hi gi go tonight xx
neutral,shelaaaaaaaa
sad,ipod came back visit cali china alaska home im work
sad,still lose follow peopl hate world hate mayb read
happy,nope done yet
sad,buff guy unfortunat alot peopl dont know danni name either sad sophi sweet
happy,noth like rocknrolla anoth good film rock titl
neutral,bloodi intrus thought realli go bed
neutral,may 4th heut ist star war day
sad,jump nearest bridg
neutral,good morn
sad,upset friday night cri
happy,ahh im love hes theeee best
neutral,dammit beat
angry,yeah pant horribl yeah wife love job love perform kid good environ
angry,might leav aggrav bae
angry,manchest derbi home
happy,yay suppos next weekend make 3 philli
sad,miss devil wear prada sad
neutral,nerdi made one yesterday
neutral,slept entir flight woke fact girl besid watch chitti chitti bang bang
neutral,stori remind live portug
neutral,think pool bit possibl becom internet sensat
sad,could go cali without sad
happy,woo hoo parti gonna fun
happy,twitter hair dri wash macadamia orang shampoo smell gorgeous
happy,show time babi bye bye tweeter
neutral,room damn warm window open im still cook
neutral,got grass
neutral,guess happen butt yesterday yes anna finger came visit said noth
sad,sad take suit b c know go get wear one long time
neutral,morn michell oatmeal
sad,hate
neutral,think either rememb
neutral,good day
neutral,yeah hope mayb save get christma find
angry,groovier part affront common decenc way agre
neutral,third drive lesson back offic
neutral,
neutral,da time gtalk pls make follow count 600
sad,elena left morn nine month spent live probabl 2 year till see hmph
neutral,colleg cop get suspici see one person group togeth
neutral,prefer 80 singstar know word
angry,speci cf jr refuge skittl know like snack even frown talk eat human lizardscum
sad,call kris pick feel realli bad ha ha
angry,watch django unchain peopl may frown titter delight 2 5
neutral,goodbey pressent
neutral,revis bit back soon
neutral,go bed think twitter way much
angry,fume word
angry,mouth hurt stupid retain
neutral,thank chuck
sad,worthless person one love love back way
neutral,damn pass 400 updat haha tweet tweet tweet
sad,shoot 12 mile
sad,screen dark click hang whoever im talk
angry,b assur plenti salt 2 keep fire burn bright stay happi n life keep plenti salti anger
neutral,crud say
neutral,use ferri buhler day graduat sotaboy com
neutral,hehe true got color advantag complet american
neutral,mean figur work
neutral,chocol milk much better straw lack said straw
sad,watch la rosa de guadalup damm episod true peopl make fun peopl virgin
sad,like know peopl wors live wish could go back chang aspect life
angry,appar suppos scottish accent offend
neutral,sweat degen wsop use twitter
neutral,agre get
angry,oh god want blow tooth hurt
neutral,need watch white hous correspond dinner would cheer
sad,hey come town weekend day next friday
sad,last day high school gonna miss friend
neutral,offici moss doesnt work vista unoffici fine
neutral,trashi sensationalist yes
sad,use tiffi comput feel differ mine touch differ
sad,got fight pavement think poor littl knee
sad,absolut tru horror still wash ovr sometim think abt actual last day gd memori go
sad,omg maddi holbi dead gut love nadin lewington realli want maddi clifford get togeth
neutral,wear spidey boxer
angry,r p paul furious 8 wait
neutral,biolog final today home prepar psycholog
sad,go get life sam text phutur tonight
angry,foam lip one hip one mani great lyric
sad,chloe drink away sorrow dreambear got
neutral,train today
angry,im angri
neutral,rememb day big fan wesley realli felt youngster deal
neutral,still need new pic phone music
neutral,yeah silli mistak end long day etc etc brand new plier
neutral,use polarash7 quit time love polar bear nicknam favorit number
sad,wow mom lot energi get tire read tweet ur live
neutral,think wear bermuda cinema good idea outsid humid like cwazi
neutral,yahoo map lot desir yahoo
sad,cant get mine keep get error
neutral,show hous rock say goodby soon
neutral,thank download trial version stuffit work good advic
neutral,say yes shall say 6 30
neutral,morn sun shine bird sing time cuppa garden read tweet
angry,yeah super crap today stupid write ugh
angry,everi minut angri lose sixti second happi ralph waldo emerson quot
neutral,watch cat hat
sad,truck full silver bar implod delay us hour even get bar troubl photo
neutral,chat bestest
neutral,go leed shop
angry,got drop froma coupla ppl follow damn detroit fan
neutral,father stay home confer call sorri
angry,hate go work night micro least get work
neutral,haha right
neutral,eye hurt
neutral,want see saw pg 13 total bum
sad,doc said bone look fine enough also see rhumatologist old ladi
neutral,salad kroger hungri
neutral,
neutral,east coast almost wakeup time militari
neutral,twitter seat exam hall start 15min pray seat 299 mpsh1 bless oh wisdom flow whee
neutral,miss walk home togeth
sad,hey dude turn flyer poser nice
sad,disappoint
neutral,thank
sad,lost follow oh well probabl one mute one anyway
sad,stay home wife take daughter friend tokyo steak hous sad bodi cooper today
sad,feel pretti poo today
neutral,tps report
neutral,eat cap 3 2
neutral,friend want tri yesterday fail whole net thingi work fine
neutral,oh begun long
neutral,well good studi good
neutral,black market materi right friend
neutral,saw jame carvill store today head realli bald
angry,hello \nthe bigger bulli crocodil tear bulli alway act like offend victim
neutral,ask ryan stop follow twitter
neutral,shakalohana week two flat wavez surfin
neutral,patay na pala si pat morita sensei karat kid wax wax
neutral,paper rout album absenc absenc work cabinet
neutral,miss everybodi
angry,huge congratul nicol win big brother 18 bb18 sorri sorri bitter bbmichell
sad,pff life suck sometim
neutral,wear glass give headach
sad,heard yellow light mayb put great show saturday sorri miss chelk
neutral,yes write articl
sad,awwww thank unfortun everyth close 4pm sweden friday present 9am monday
sad,fix favourit 180 heel fell 4 wear
angry,luck rest fall goe anyth like today think go like season bestdayev magic work
neutral,good morn
neutral,ad twitter updat facebook page wonder one show
sad,eye hurt
angry,demon sam need numb pain xxx
neutral,yes franc belgium good carnt beliv much traffic hit way back
neutral,disappoint win teh glassez
neutral,oherr soon plan parti saturday x
neutral,ya follow either
sad,bahah sad
neutral,sometim wish man could pee stand scratch chest instead lie breast hah
sad,sad miss grandma angi alway like 3rd grandma
neutral,matt
angry,becom mother slave
neutral,hahahah thank feel love
neutral,thank
angry,lol bk year go 2 u come yet
angry,dont wanna anymor couch jus sittin middl floor realli finish
sad,must weather b nice bad 1 minut
neutral,mr tweet think
neutral,go work
neutral,need server someon know program use wordpress love knowledg limit right
neutral,ohh awesom probabl coulda gotten gift ticket outta foil queen lol
neutral,aint lyk othaa gurrrrrl dont lyk jona brother kristi
neutral,feel lazi watch peopl work roof kat woman
angry,surround student hous barbecu play shit music hard conduc good job appli frame mind
neutral,real excit
sad,slow get 1 tix
angry,snap music kept run traffic 2005 2007
neutral,everyon parti
neutral,bore
neutral,good luck breakfast search us go bed lol goodnight david
neutral,haha rooommat watch huge crush landon
sad,bank holiday uk rain typic uk bank holiday weather dri later get chainsaw tree
neutral,get littl mow grass even fun
angry,sound realli brummi lol hate look
angry,flip flop menac cut one feet ouchi
neutral,fost la obosess fost cam trist ca fost singurul treaz
neutral,hi upload 5 complet new chines lesson pleas feel free watch enjoy
neutral,one worst day life
neutral,one taken earlier week
neutral,perfect op everyon advertis blog
neutral,last weekend dalla awhil
sad,mani good show come money buy ticket fmfl brand new troub
sad,finish whole box ice cream
neutral,tat psp father name hw end userid long stori vishnupsp user id almost site
angry,ding wear look man found arch enemi bed missus angryman scowl
sad,drink game tonight work till 5 tomorrow
sad,realli cant take
neutral,graduat colleg saturday
angry,lol card wrong
neutral,ibood
neutral,head back pulaski
angry,brother irrit bc take wear cloth without ask want punch violent shit
neutral,must ask cub fan fathom
neutral,agre program show friend facebook would easier give every1 yer info
sad,crisi forgot fring comb men one help
angry,haha ltiitl bit yesterday ive day think ima chick allnight hahaha cool
sad,anoth day juri duti
neutral,pinch nerv
sad,god want sleep
neutral,long night ahead
sad,good time sad mean probabl gonna rain
neutral,believ anyth wors lose best friend
neutral,safesex topic
sad,tire summer alreadi
angry,get frustrat peopl know want wait go home tonight
neutral,great honey base recip kid download join fun honey week
neutral,
sad,damn frat bad good show least hope esp sinc bk
sad,rip robin washington park librari
neutral,guess cant request song though
neutral,yeah finish go home get chang etc etc im
sad,miss 70s show
sad,play tenni bel air court wet play anyway
angry,one year realli want jami cook book english german
angry,asian tiger mosquito relentless aggress kind dealt w kid
sad,im ill hate see doc 5 10
neutral,laura ur call
neutral,holi crap exhaust rest go see wolverin later
neutral,forget call mom tomorrow
sad,twitter phone sad
neutral,second
sad,r p lil sis cousin babyfath jimmi aka gemstar
neutral,thank much
angry,make sure tell scare reveng
sad,go last theater lunch im gonna cri
sad,first sport banquet without kati
neutral,place find home marilyn seria beach
neutral,anyon bore work
neutral,day 2 back work day 1 went allllllllright expos swine flu 8 hour that ok think wash hand
neutral,got new lyric book
angry,mod 360 send back red ring death suck took week get mine back microsoft
neutral,may gray coldplay nice shower work 2
angry,pro tip go back work kid reach 20 mos old stay home longer absolut miser tantrum
neutral,would far away
neutral,watch master chef
sad,comput die
angry,liter nicol alreadi chanc play shitti season bitter
neutral,well java atleast im still work php solut
sad,mum lol got anyth yet sad sad haha
neutral,morn beverley your like breath fresh air twitterland good day
neutral,play journey
sad,tri swat fli buddhist magazin bad karma
neutral,lol know feel 4 kid current work load max time grow thing
neutral,ye fare x
neutral,wanna roc wit chu imi buu
sad,mother day brunch gang yay zoo much fun
neutral,report find
sad,bird flew window parent hous snap poor neck gotta buri
neutral,listen commentari track holiday inn never thought see bing crosbi black face rest movi cute
sad,mcdonald mccafe tast like chewin cigarett butt miss sonic card
sad,dont get
sad,last day work uni today sad time
neutral,lol nope saw show tv claim figur tri get non media stat
neutral,mention hw fat ima get frm wrk n
sad,wait recent bought metallia guitar hero cant play coz soni tv went kaput
neutral,barri gibb talk show
angry,houston might lose coach tomorrow midnight yike offens
neutral,amason seem think hamburg go gos get till octob well
sad,sad colleagu work parti
angry,anger cheap polit expens expect everybodi polit thoughtfulthursday polit
angry,come mum 60th 25k tweet bitter sorelos
sad,close enter pogu book today world accord twitter yet seem far
angry,slowli go drive crazi hate leaki faucet frustrat readi nap naptim work
neutral,bit new scientist week last week watership
angry,cupcak call anyth bitch suppos even certain circumst
angry,pass away earli morn fast furious style car crash leav atl strip club rough stuff
neutral,hmmmm wonder number
neutral,ruilen
neutral,think 30 buck dunno
angry,na kid relentless
sad,surpris fire announc whole world bodi found selfish
angry,liber outrag king say n word realli anger white yuppi progress go fuck shame black
angry,lol happi negat realist ass self sorri offend
sad,miss puppi
angry,oh hamletgasm hate work 12 hour today utter crap miss everyth manag forum 5 min break
neutral,realli think play doh tastykak browni
neutral,fair enough actual dont give x men mad max fine
sad,know read bt sit outsid coz gota answer phone
sad,bore day today broke go see friend band tonight mayb q tomorrow though
sad,headach headach go away come anoth day
sad,left cali morn dalla miss car much
angry,yeah dude appreci support notori abc peep grate relentless
angry,trickeri exasper see gay pride hijack polit bigger uglier anyth meant
sad,bed rest weekend next week neomonia suck
angry,jare snap
neutral,enter contest
neutral,sound like
angry,ew traffic
neutral,nerd read first mani book summer
neutral,oh dear boyl stay
sad,aw yes week got ask return end wish bought never mind
neutral,tri direct messag twitter
neutral,
sad,love one leav sunday sad
neutral,leon look supa fli mini couch
angry,gonna eat pick brother get car wash final go home ressssst watch fast furious movi
angry,kill spider big spray spider gut like horror movi \n ugh
angry,turn game want play madden load game turn
angry,time wound heel \n\n drunkjesus rt lol wisdom quot comedi self reveng grudg hate time funni polit trump potus2016
neutral,fit regim come along heheheh
neutral,definit usual found critic know virtual noth constitut good movi rare wrong
sad,miss answer im nth time make sad whenev im time alway
angry,world drive whoever assess tenderheart vulner build guard invigor rage self defens mechan
neutral,yeh suppos know henri realli gunner
neutral,yaaw one want call 5529634599
angry,especi come voic displeasur tell straight hold peac anger
neutral,watch biggest loser hallmark never fail make cri nyeh
neutral,want chang handset cover pen drive headphon place guess happen
neutral,get inform new korean fashion wear
neutral,warm nice outsid suck stuck insid code
sad,sad say fat tear
neutral,joe put new bulb spotlight
neutral,milton keyn leav tomorrow
sad,yes herrrrr dude gonna fuck cri
neutral,audiotist sneak littl butt
sad,heard singl wait month hear im disappoint
angry,terribl troubl sp word child would drop pider pade etc need lesson bad memori
sad,yeah work busi day tire hungri
sad,awww that fair im lil sad
neutral,hmm might tri tomorrow
neutral,learn french funi school day today mad english
neutral,give direct hjaia covington
sad,damn miss blogtv hope funsi
sad,urghh gonna project wanna wast valuabl weekend time
angry,u serious touch ars ohmygod u bitch lol aaaaawwwwwww u tell
neutral,miss
neutral,tire walk dog hmm mayb quick snooz
angry,go nowher bitch
sad,wonder get urbana
neutral,hi lyndon get 4pm monday 11 may mail via tasmania dm
sad,stop mean ur hurt feel
sad,dave happen work listen whine big time
sad,bum even one testimoni flickr
sad,im tri fix realli need stop cut
angry,hell drill outsid hous liter got sleep half four busi shift twat woken
neutral,dm amigui
neutral,learn use twitter
neutral,would love hear nokia perspect
neutral,wand black hawthorn wand core kraken heartstr
neutral,caww sound good hope right
angry,sent home yest work today feel like hell burn high temp got hubbi
neutral,noth near right
angry,candac pout get right tit gbbo
sad,guy come back tour oz miss earlier year made sad
angry,u feel urself much u cant say hi likey u
neutral,infelizzzzment alcool ness fds
sad,usual applic check status read stuff wel arbit etc
sad,repli none fan know trust
sad,drink realli nice coffe got go dentist 9am morn
neutral,listen jess music myspac also get hang twiiter feel need follow shi
neutral,would appear note self chang perfum hmm get tarot card
neutral,thank ponytail dreamt last night shave head guess bigger deal thought
angry,hard go back work morn 4 straight day disneyland tend
neutral,haha bore think go watch movi bbl
neutral,say goodby car next 2 week gonna miss go come back beauti though
neutral,would think ali found evan web twitter
neutral,want dippin dot
sad,tomorrow roomi gone
sad,think mow lawn allow done teenag suck well mow
sad,luck goin forum im person earth goin
neutral,move school
neutral,pilat tweet soon
neutral,lmao would taken least week
neutral,thank scare dentist look like go get go
neutral,cool rite
sad,sad miss guy last night
neutral,goodnight everyon
angry,orang one poison bitter judg blue one look tast delici
neutral,ask hope today improv rest week look forward weekend weather
neutral,need someth ah gonna go ice cream water plant get readi softbal plan
neutral,last day cgi 09
neutral,think ever tri peanut butter toast
neutral,close enough could run get one
angry,back glasgow stuck traffic m8
angry,facebook decid annoy abus add lot friend least distract coursework
sad,bigggest headach
